,Text,Prediction,Polarity,Subjectivity,LDA_pred_number
124,"joy morrow-nulton and john shults jr., both widowed twice, celebrated their 95th birthdays and wedding on may 22. ",['hate.speech'],0.575,0.475,Action
125,el mensaje de kamala harris a los centroamericanos que estn considerando emprender el peligroso viaje hacia el nor ,['neutral'],0.0,0.0,Cronaca
126,"richard robinson, who transformed scholastic into a behemoth in the childrens book industry with the harry potter ",['hate.speech'],0.0,0.0,Action
127,"during her first foreign trip as vice president, kamala harris promoted economic development and anti-corruption ef ",['hate.speech'],0.10833333333333334,0.21944444444444444,Religion
128,"in opinion

a global minimum corporate tax is the beginning of an attempt to fix a system that is rigged against w ",['neutral'],0.0,0.0,Drama
129,activists seeking a ban on central parks horse-drawn carriages are using their influence to campaign against andre ,['hate.speech'],0.0,0.25,Drama
130,"the nba playoffs have given fans plenty to watch. but the playoffs have also been defined by unruly fan behavior, a ",['hate.speech'],0.0,0.0,Cronaca
131,twelve female water polo players in california who accused their former coach of sexually abusing them when they we ,['hate.speech'],0.16666666666666666,0.3333333333333333,Politics
132,breaking news: the biden administrations justice department is seeking to defend donald trump in a defamation laws ,['hate.speech'],0.0,0.0,Action
133,news analysis: senator joe manchin stands in the way of the biden administrations expansive agenda. but in his hom ,['hate.speech'],0.0,0.0,Action
134,the justice department said on monday that it had seized much of the ransom that a major you.s. pipeline operator had ,['hate.speech'],0.13125,0.35,Action
135,staff members at a houston-area hospital walked out on monday night to protest a policy that requires employees to ,['hate.speech'],0.0,0.0,Politics
136,a cyber attack on the new york city law department led to a shutdown of its computer network. it remained unclear o ,['neutral'],0.13636363636363635,0.4545454545454545,Religion
137,the norms within boxing and mixed martial arts shook yet again when logan paul fought floyd mayweather on sunday wi ,['hate.speech'],0.0,0.125,Cronaca
138,"kathryn garcia, a former sanitation commissioner who is running for new york city mayor, was regarded as the citys ",['hate.speech'],0.06818181818181818,0.2272727272727273,Drama
139,"romans will eat pizza, here, there, and anywhere. but would they, could they, eat it out of a vending machine? our ",['hate.speech'],0.0,0.0,Cronaca
140,"the driver of a pickup truck in london, ontario, who ran down five pedestrians, killing four of them, targeted his ",['hate.speech'],-0.1555555555555556,0.2888888888888889,Action
141,"this is the new american dream.
 
follow the creators of collab crib on a 90-day blitz to rack up followers and w ",['neutral'],0.06818181818181818,0.2272727272727273,Drama
142,"bostons police commissioner, dennis white, was terminated over allegations of domestic abuse, the citys acting ma ",['hate.speech'],0.0,0.03333333333333333,Action
143,"older adults often take more medications than they need, or than is safe. increasingly, geriatric experts and their ",['hate.speech'],0.3888888888888888,0.4444444444444444,Action
144,the discovery of the remains of 215 indigenous children at the site of a defunct boarding school in british columbi ,['hate.speech'],0.0,0.0,Cronaca
145,"many new yorkers, still worried about the virus and large gatherings, are putting off wedding receptions, bar mitzv ",['hate.speech'],0.28354978354978355,0.4610389610389611,Religion
146,"supercoaches are now an endangered species, our sports columnist writes. the herd of such coaches  transcendent, ",['hate.speech'],0.0,0.5,Drama
147,"in opinion 

safety is not binary, @aaronecarroll, a professor of pediatrics, writes. things are not either saf ",['hate.speech'],0.0,0.0,Drama
148,"do you own a newer amazon gadget like a ring camera or an echo speaker? starting tuesday, youll be automatically e ",['hate.speech'],0.3,0.55,Politics
149,inequitable vaccine distribution around the world has allowed coronavirus deaths to rise in low-income countries wi ,['hate.speech'],0.0,0.0,Politics
150,"for the first time in a generation, american workers are gaining the upper hand vs. their employers. up and down th ",['neutral'],0.023611111111111104,0.15555555555555556,Cronaca
151,"a popular and polarizing yale professor, amy chua, was accused of hosting drunken parties for students  and possib ",['hate.speech'],0.6,0.9,Cronaca
152,"rt @kannoyoungs: ices cocoon aimed to disrupt international drug rings, but critics say it has left unwitting elderly mules in foreign p",['hate.speech'],-0.04166666666666666,0.04166666666666666,Cronaca
153,"the murder of julie ann hanson, who was 15 when she was stabbed to death, baffledillinoisinvestigators for nearly ",['hate.speech'],0.1,0.4,Religion
154,all registered voters in vermont are set to receive mail-in ballots after the governor signed a bill requiring that ,['neutral'],0.0,0.0,Drama
155,the supreme court ruled unanimously on monday that immigrants with temporary protected status who entered the you.s ,['hate.speech'],0.0,0.0,Cronaca
156,"sixteen people were injured, none of them critically, after a new york city bus crashed into a historic rowhouse in ",['hate.speech'],0.04545454545454545,0.4181818181818182,Drama
157,"young, black creators trying to make their names  and fortunes  on social media are combining creative forces und ",['hate.speech'],0.11666666666666667,0.475,Cronaca
158,"rt @daveyalba: new - we analyzed 1,689 trump social media posts before and after his ban from the platforms to answer the question: has he",['neutral'],0.08484848484848484,0.2606060606060606,Drama
159,"this simple recipe is fun to assemble, and a crowd pleaser, making it ideal for cookouts. ",['neutral'],0.4,0.5190476190476191,Cronaca
160,"apple unveiled new features on monday aimed at protecting the privacy of iphone users, including a report that tell ",['neutral'],0.13636363636363635,0.4545454545454545,Drama
161,"in opinion

""lgbtq americans  and particularly transgender and nonbinary people  are not simply living in a state ",['neutral'],0.08333333333333333,0.34523809523809523,Drama
162,"not only do individual white americans often receive more aid from fema, so do the communities in which they live, ",['hate.speech'],0.12727272727272726,0.48,Religion
163,"33 sports. 339 events. the tokyo olympics are scheduled to proceed on july 23. 

heres the lowdown on every sport, ",['hate.speech'],0.0,0.0,Drama
164,breaking news: the justice department said it seized $2.3 million in cryptocurrency of the ransom paid to hackers w ,['hate.speech'],0.0,0.0,Action
165,these microscopic animals were frozen when woolly mammoths still roamed the planet. they can come back to life afte ,['hate.speech'],0.0,0.0,Politics
166,"native american activists, environmentalists and religious leaders gathered on monday to try to stop construction o ",['hate.speech'],0.0,0.125,Cronaca
167,"two express trains collided in southern pakistan on monday, killing at least 33 passengers and injuring 100 others, ",['hate.speech'],-0.15,0.2,Politics
168,"across the you.s., aspiring republican congressional candidates have aggressively pushed donald trump's false fraud c ",['hate.speech'],-0.4000000000000001,0.6,Drama
169,rt @llerer: the rising class of gop candidates are united by a core belief: a near-universal reluctance to state outright that mr. biden is,['hate.speech'],0.0,0.0,Religion
170,rt @hirokotabuchi: new: line 3 is the latest oil pipeline facing heated protests. @matt_furber @coralmdavenport and i report on a big rally,['neutral'],0.21212121212121213,0.4848484848484849,Drama
171,read more about how federal disaster relief often helps white people more than others in the you.s. ,['neutral'],0.3333333333333333,0.3333333333333333,Religion
172,"fema declined to comment on individual cases, citing privacy concerns, but said it had created an internal working ",['neutral'],0.0,0.2,Action
173,"as climate change fuels more frequent and more destructive storms, wildfires and other disasters, marginalized comm ",['neutral'],0.07500000000000002,0.455,Politics
174,the impact is long-lasting. white people in counties with significant disaster damage that received fema help saw t ,['hate.speech'],0.1875,0.4375,Religion
175,"norman biagas said that his neighborhood, which is predominantly african american, is recovering more slowly than o ",['hate.speech'],0.04999999999999999,0.225,Cronaca
176,"roy vaussine and charlotte biagas live in similar homes in louisiana. when hurricane laura hit last august, their d ",['hate.speech'],0.04545454545454545,0.32222222222222224,Drama
177,"fema, the government agency responsible for helping americans recover from disasters, often helps white victims  a ",['neutral'],0.1,0.275,Religion
178,"republicans in texas won two mayoral elections on saturday, taking control of cities in democratic counties. the wi ",['hate.speech'],0.0,0.0,Drama
179,"these are ""perilous times"" for american democracy, analysts are warning. ",['hate.speech'],0.0,0.0,Religion
180,the supreme court ruled unanimously on monday that immigrants allowed to stay in the you.s. temporarily for humanitar ,['hate.speech'],0.0,0.0,Cronaca
181,vice president kamala harris is visiting guatemala and is expected to detail efforts to combat trafficking and corr ,['hate.speech'],-0.1,0.4,Religion
182,"rt @nytimesarts: bruce springsteen is returning to broadway. ""springsteen on broadway"" will open june 26 at the st. james theater, and audi",['neutral'],0.0,0.5,Politics
183,new jerseys only womens prison will close after inmates endured years of sexual assault by guards and were subjec ,['neutral'],0.21212121212121213,0.7626262626262627,Religion
184,"when donald trump was banned from social media, he lost direct access to his most powerful megaphones. 

he has pos ",['hate.speech'],0.2333333333333333,0.4916666666666667,Drama
185,a beloved century-old bookstore in manhattan struggled for years. then came an unexpected rescue. four men enriched ,['hate.speech'],0.4,1.0,Drama
186,rt @kannoyoungs: vice president kamala harris is now meeting with president alejandro giammattei in the palacio nacional de la cultura in g,['neutral'],0.0,0.0,Religion
187,"europe has more than 5,000 offshore wind turbines spinning off its coasts. the you.s. has just seven. heres why catc ",['neutral'],0.5,0.5,Religion
188,new york will lift most of its remaining coronavirus restrictions once 70% of the states adults have received at l ,['neutral'],0.3181818181818182,0.4772727272727273,Drama
189,"bruce springsteen is returning to broadway. the rock icons autobiographical show, which ran for 236 performances, ",['hate.speech'],0.0,0.0,Politics
190,a group of thrill seekers in brazil have taken up an illegal and death-defying hobby: riding on the outside of publ ,['hate.speech'],-0.25,0.275,Politics
191,trumps posts with election misinformation have not spread nearly as far since he was banned. disinformation resear ,['hate.speech'],0.1,1.0,Drama
192,"now, with trump banned from social media, his most ardent supporters continue to spread his message  doing the wor ",['hate.speech'],0.26666666666666666,0.2833333333333333,Drama
193,"before the ban, trump was his own best promoter. one post from oct. 8, which accused joe biden and kamala harris of ",['hate.speech'],0.8,0.65,Religion
194,eleven of trumps 89 statements after the facebook and twitter ban attracted as many likes or shares as the median ,['neutral'],0.5,0.5,Politics
195,"when donald trump was banned from social media, he lost direct access to his most powerful megaphones. 

he has pos ",['hate.speech'],0.2333333333333333,0.4916666666666667,Drama
196,"rt @carolrosenberg: just in: the soon-to-retire chief judge of military commissions, col. douglas watkins, has scheduled a  pretrial hearin",['hate.speech'],-0.1,0.1,Politics
197,"topped with coarse demerara sugar and chopped pecans, this might just be the crunchiest coffee cake youve ever mad ",['hate.speech'],-0.3125,0.75,Cronaca
198,"rt @jswatz: hurricane laura hit louisiana.
roy vaussine, who is white, got $17,000 from fema to repair his home.
charlotte biagas? $7,000.",['hate.speech'],0.0,0.0,Religion
199,"two wildfires in arizona, less than 50 miles away from each other, have burned tens of thousands of acres and force ",['hate.speech'],-0.14583333333333331,0.22083333333333333,Politics
200,the new fda-approved drug is intended to slow cognitive decline in people with early stage alzheimer's. immense dem ,['hate.speech'],-0.015909090909090918,0.5386363636363636,Cronaca
201,"as asian american white-collar workers return to the office amid a disturbing surge in anti-asian hate crimes, some ",['hate.speech'],-0.325,0.425,Religion
202,a couple riding motorbikes on their vast sheep and cattle farm in the australian outback in 2006 spotted a pile of ,['hate.speech'],0.0,0.5,Action
203,how many words can you make with 7 letters? try todays spelling bee.  ,['hate.speech'],0.5,0.5,Religion
204,"breaking news: the f.d.a. approved a medication for alzheimers, the first in nearly two decades, despite a fierce ",['hate.speech'],0.175,0.3666666666666667,Action
205,the supreme court on monday declined to hear a challenge to a federal law that requires only men to register for th ,['neutral'],0.0,1.0,Politics
206,rt @nytopinion: join @emmabgo and @anandwrites to discuss her @nytopinion essay on the doctors who graduated early to treat covid-19 patien,['hate.speech'],0.1,0.3,Cronaca
207,"the rapid spread of the alpha coronavirus variant, first identified in britain, left scientists wondering how it mo ",['hate.speech'],0.125,0.16666666666666666,Cronaca
208,"jeff bezos said he will be on board when his rocket company, blue origin, launches its first human spaceflight next ",['hate.speech'],0.0625,0.13333333333333333,Politics
209,"symone walked into the 13th season of rupauls drag race wearing a mini dress made of polaroids of herself.

i w ",['hate.speech'],-0.05,0.035416666666666666,Politics
210,"operation cocoon, an ice program targeting international drug trafficking rings, has left older americans, duped in ",['neutral'],0.05555555555555555,0.1111111111111111,Cronaca
211,"two people were arrested in a california road-rage shooting in which a 6-year-old boy was killed, officials said. ",['hate.speech'],-0.2,0.0,Drama
212,"the murder of julie ann hanson, who was 15 when she was stabbed to death, baffledillinoisinvestigators for nearly ",['hate.speech'],0.1,0.4,Religion
213,"it looks like a gentle scene of a seaside vacation. but this painting by berthe morisot, perhaps the most underrate ",['hate.speech'],0.35,0.65,Action
214,rt @neilmacfarquhar: differences that had always simmered beneath the surface were inflamed by the coronavirus pandemic and pushed many peo,['hate.speech'],0.5,0.5,Cronaca
