#,Text,Prediction,Polarity,Subjectivity,LDA_pred_number
39,"today's daily spotlight: @vivwalt's interview with french actor @omarsy, the star of the blockbuster show ""lupin."" ",['hate.speech'],0.0,0.0,Politics
40,"everything you need to know about ""loki"" and time travel in the mcu
",['hate.speech'],0.0,0.0,Politics
41,the you.s. vaccination effort is leaving its most vulnerable residents behind ,['neutral'],-0.13333333333333333,0.5666666666666667,Religion
42,how adopting a shelter pet first became a thing ,['hate.speech'],0.25,0.3333333333333333,Action
43,"how kids perceive racism in the you.s., according to a new study by @sesameworkshop ",['neutral'],0.13636363636363635,0.4545454545454545,Action
44,"former treasury secretary larry summers on inflation worries, cryptocurrency and our greatest long-term threat
",['hate.speech'],0.5,0.5,Religion
45,"wildfires are getting worse, so why is the you.s. still building homes with wood? ",['hate.speech'],-0.4,0.6,Religion
46,this will 100% save somebodys life. heres why athletes like michael phelps see a turning point for mental healt ,['hate.speech'],-0.1,0.2,Action
47,the you.s. government's long-awaited ufo report is here. its findings? \_()_/ ,['hate.speech'],0.0,0.0,Politics
48,"after decades of misogynistic and violent oppression by myanmars military and its cronies, it finally looks like ",['neutral'],-0.3,0.7000000000000001,Action
49,"melting butter, poisonous mushrooms and the strange history of the invention of the thermometer
",['hate.speech'],-0.05,0.15,Action
50,what meghan and harry's new daughter needs to know about being a second-born ,['hate.speech'],0.13636363636363635,0.4545454545454545,Action
51,here's what the newest class of next generation leaders had to say about leadership  ,['hate.speech'],0.0,0.0,Cronaca
52,"companies are backing naomi osaka and mental health. here's why they're taking a stand
",['hate.speech'],-0.1,0.2,Action
53,"apple doubles down on its push for iphone privacy at wwdc
",['neutral'],-0.1555555555555556,0.2888888888888889,Politics
54,.@jeffreykluger: why jeff bezos should be applauded for going to space ,['neutral'],0.0,0.0,Politics
55,the first treatment for alzheimers disease is here ,['hate.speech'],0.25,0.3333333333333333,Drama
56,"how kids perceive racism in the you.s., according to a new study by @sesameworkshop ",['neutral'],0.13636363636363635,0.4545454545454545,Action
57,"why it's crucial to talk to kids about pronouns, according to the author of a new children's book about gender iden ",['hate.speech'],0.06818181818181818,0.7272727272727273,Politics
58,"""separate beds are a bad sign"" and 5 other sleep myths that are hurting your relationship
 ",['hate.speech'],-0.4124999999999999,0.5208333333333333,Drama
59,"review: with the help of a world full of iphones, apples airtags have already outsmarted the competition ",['neutral'],0.35,0.55,Cronaca
60,the best albums of 2021 so far ,['hate.speech'],0.55,0.65,Action
61,"justice department recovers most of the $4.4 million ransom colonial pipeline paid to hackers
",['neutral'],0.5,0.5,Action
62,how adopting a shelter pet first became a thing ,['hate.speech'],0.25,0.3333333333333333,Action
63,what meghan and harry's new daughter needs to know about being a second-born ,['hate.speech'],0.13636363636363635,0.4545454545454545,Action
64,"apple doubles down on its push for iphone privacy with multiple new features aiming to protect user data
",['neutral'],-0.006397306397306411,0.24781144781144784,Politics
65,"brands continue to back naomi osaka, showing an evolution in how sponsors treat athletes
",['neutral'],0.0,0.0,Action
66,"""i dont want to be a trend."" @leynabloom on opening doors for the next generation of transgender talent in film an ",['hate.speech'],0.0,0.0,Cronaca
67,"""why black americans need black-owned banks""
",['hate.speech'],-0.16666666666666666,0.43333333333333335,Religion
68,"review: stephen king adaptation ""lisey's story"" is mawkish, dull and too long by half ",['neutral'],-0.16944444444444445,0.3555555555555556,Drama
69,"why ""breakthrough"" infections even after covid-19 vaccinations shouldnt be surprising
",['hate.speech'],0.7,0.5,Action
70,.@jeffreykluger: why jeff bezos should be applauded for going to space ,['neutral'],0.0,0.0,Politics
71,"how kids perceive racism in the you.s., according to a new study by @sesameworkshop ",['neutral'],0.13636363636363635,0.4545454545454545,Action
72,.@lisadtaddeo is exposing the raw reality of womens sexual desires and traumas ,['hate.speech'],0.1346153846153846,0.6474358974358975,Drama
73,"""its a david and goliath situation."" a viral tiktok accusing converse of stealing a sneaker look sheds light on ho ",['hate.speech'],0.4,0.7,Politics
74,what meghan and harry's new daughter needs to know about being a second-born ,['hate.speech'],0.13636363636363635,0.4545454545454545,Action
75,"rt @cadylang: according to a new study by @sesameworkshop, 86% of children in the us believe that people are treated unfairly because of ra",['hate.speech'],-0.18181818181818185,0.7272727272727273,Action
76,"2021 could be the biggest wedding year ever. but are guests ready to gather?
",['hate.speech'],0.2,0.5,Drama
77,the first treatment for alzheimers disease is here ,['hate.speech'],0.25,0.3333333333333333,Drama
78,.@jeffreykluger: why jeff bezos should be applauded for going to space ,['neutral'],0.0,0.0,Politics
79,"how kids perceive racism in the you.s., according to a new study by @sesameworkshop ",['neutral'],0.13636363636363635,0.4545454545454545,Action
80,"people of color telling their stories on a big stage is something that we just havent had, for forever. anthony ",['hate.speech'],0.0,0.1,Drama
81,"applications are now open for time's best inventions 2021. will you make the list?

enter now: ",['neutral'],0.5,0.4,Politics
82,"this ""peanuts"" strip offers a window into ronald reagans changing views on abortion
",['hate.speech'],0.1,0.0,Cronaca
83,"review: with the help of a world full of iphones, apples airtags have already outsmarted the competition ",['neutral'],0.35,0.55,Cronaca
84,watch from @timeforkids: a new study by @sesameworkshop reveals how kids and families perceive racism in the you.s. ,['neutral'],0.13636363636363635,0.4545454545454545,Politics
85,"sign up now for times weekly entertainment newsletter, more to the story, to discover the context you need for the ",['neutral'],0.5,0.5,Religion
86,exclusive: iran steps up efforts to sow discord inside the you.s. ,['hate.speech'],0.0,0.0,Cronaca
87,the you.s. government's long-awaited ufo report is here. its findings? \_()_/ ,['hate.speech'],0.0,0.0,Politics
88,"from @nextadvisor: while student loan payments are paused, do these things with the extra money ",['hate.speech'],0.0,0.1,Action
89,"rt @aliceparkny: big news for #alzheimers . fda approves the first disease-modifying treatment after a rocky road
",['hate.speech'],0.125,0.21666666666666667,Drama
90,fda reviews first treatment for alzheimer's disease ,['hate.speech'],0.25,0.3333333333333333,Drama
91,5 ways to keep your brain sharp as you age ,['hate.speech'],-0.125,0.75,Drama
92,todays daily spotlight: @alanasemuels reports on whether the you.s. should transition away from building wood houses ,['neutral'],0.0,0.0,Religion
93,"why it's crucial to talk to kids about pronouns, according to the author of a new children's book about gender iden ",['hate.speech'],0.06818181818181818,0.7272727272727273,Politics
94,"applications are now open for time's best inventions 2021. will you make the list?

enter now: ",['neutral'],0.5,0.4,Politics
95,"former treasury secretary larry summers on inflation worries, cryptocurrency and our greatest long-term threat
",['hate.speech'],0.5,0.5,Religion
96,"why ""breakthrough"" infections even after covid-19 vaccinations shouldnt be surprising
",['hate.speech'],0.7,0.5,Action
97,"on june 16, you.s. president joe biden and russian president vladimir putin are to meet face to face for the first ti ",['hate.speech'],0.125,0.16666666666666666,Religion
98,"as climbing makes its olympic debut, american climber @kyracondie hopes to elevate diversity and inclusion in the s ",['hate.speech'],0.0,0.0,Cronaca
99,"""how george washington organized the first large-scale immunization campaign in american history"" ",['hate.speech'],0.125,0.16666666666666666,Religion
100,"""separate beds are a bad sign"" and 5 other sleep myths that are hurting your relationship
 ",['hate.speech'],-0.4124999999999999,0.5208333333333333,Drama
101,"eight questions with theoretical physicist carlo rovelliincluding quantum, cats and why we should forget about time ",['hate.speech'],0.0,0.1,Cronaca
102,the you.s. government's long-awaited ufo report is here. its findings? \_()_/ ,['hate.speech'],0.0,0.0,Politics
103,what are five ways love is good for your health? get trusted insights from the experts in time for healths free di ,['neutral'],0.5333333333333333,0.6666666666666666,Drama
104,this will 100% save somebodys life. heres why athletes like michael phelps see a turning point for mental healt ,['hate.speech'],-0.1,0.2,Action
105,find out why @izareal is part of times newest class of next generation leaders  ,['neutral'],0.0,0.0,Cronaca
106,"melting butter, poisonous mushrooms and the strange history of the invention of the thermometer
",['hate.speech'],-0.05,0.15,Action
107,"as opposition mounts to the tokyo olympics, here's what it's like for some of the first athletes to arrive. ",['hate.speech'],0.25,0.3333333333333333,Action
108,"review: stephen king adaptation ""lisey's story"" is mawkish, dull and too long by half ",['neutral'],-0.16944444444444445,0.3555555555555556,Drama
109,how adopting a shelter pet first became a thing ,['hate.speech'],0.25,0.3333333333333333,Action
110,"after decades of misogynistic and violent oppression by myanmars military and its cronies, it finally looks like ",['neutral'],-0.3,0.7000000000000001,Action
111,36 new books you need to read this summer ,['hate.speech'],0.13636363636363635,0.4545454545454545,Action
112,"why it's crucial to talk to kids about pronouns, according to the author of a new children's book about gender iden ",['hate.speech'],0.06818181818181818,0.7272727272727273,Politics
113,"last soviet soldier who liberated auschwitz dies at 98
",['hate.speech'],0.0,0.06666666666666668,Action
114,"wildfires are getting worse, so why is the you.s. still building homes with wood? ",['hate.speech'],-0.4,0.6,Religion
115,"how china is cracking down on its once untouchable tech titans
",['neutral'],-0.1555555555555556,0.2888888888888889,Drama
116,"former treasury secretary larry summers on inflation worries, cryptocurrency and our greatest long-term threat
",['hate.speech'],0.5,0.5,Religion
117,the 5 best new tv shows our critic watched in may 2021 ,['neutral'],0.5681818181818181,0.3772727272727273,Action
118,"applications are now open for time's best inventions 2021. will you make the list?

enter now: ",['neutral'],0.5,0.4,Politics
119,"in central america, hurricane season brings new threats ",['hate.speech'],0.06818181818181818,0.3522727272727273,Cronaca
120,everything to know about the origins of cruella de vil before watching the new disney movie ,['hate.speech'],0.13636363636363635,0.4545454545454545,Action
121,"to be different is not a problem.

find out why @mory_sacko_ is part of times newest class of next generation le ",['neutral'],0.0,0.3,Cronaca
122,"beyond tulsa: the historic legacies and overlooked stories of americas ""black wall streets"" ",['hate.speech'],-0.08333333333333333,0.21666666666666667,Politics
123,the best albums of 2021 so far ,['hate.speech'],0.55,0.65,Action
124,"""why black americans need black-owned banks""
",['hate.speech'],-0.16666666666666666,0.43333333333333335,Religion
125,"either i resigned myself to the fact that... i was going to endure this kind of behavior, or i joined this group o ",['hate.speech'],0.6,0.9,Drama
126,the pandemic revealed how much we hate our jobs. now we have a chance to reinvent work ,['neutral'],-0.8,0.9,Drama
127,the you.s. vaccination effort is leaving its most vulnerable residents behind ,['neutral'],-0.13333333333333333,0.5666666666666667,Religion
128,"nicole chung: ""i'm tired of trying to educate white people about anti-asian racism"" ",['hate.speech'],-0.2,0.35,Action
129,"2021 could be the biggest wedding year ever. but are guests ready to gather?
",['hate.speech'],0.2,0.5,Drama
130,"""i dont want to be a trend."" @leynabloom on opening doors for the next generation of transgender talent in film an ",['hate.speech'],0.0,0.0,Cronaca
131,"wildfires are getting worse, so why is the you.s. still building homes with wood? ",['hate.speech'],-0.4,0.6,Religion
132,the you.s. government's long-awaited ufo report is here. its findings? \_()_/ ,['hate.speech'],0.0,0.0,Politics
133,.@lisadtaddeo is exposing the raw reality of womens sexual desires and traumas ,['hate.speech'],0.1346153846153846,0.6474358974358975,Drama
134,the debate over qualified immunity is at the heart of police reform. heres what to know  ,['hate.speech'],0.0,0.0,Religion
135,"this ""peanuts"" strip offers a window into ronald reagans changing views on abortion
",['hate.speech'],0.1,0.0,Cronaca
136,.@casey_mcquiston is writing the queer rom-coms shes always wanted to read  ,['hate.speech'],0.0,0.0,Politics
137,"sid mohasseb: ""the you.s. has failed to persuade americans to get vaccines. here's how it should course-correct"" ",['neutral'],-0.5,0.3,Drama
138,36 new books you need to read this summer ,['hate.speech'],0.13636363636363635,0.4545454545454545,Action
139,a spokesperson for prince harry and meghan said sunday the couple welcomed their child lilibet lili diana mountba ,['hate.speech'],0.0,0.0,Action
140,"with gun violence typically increasing in the summer months, experts are raising concerns that the season will see ",['hate.speech'],-0.16666666666666666,0.5,Drama
141,you.OK. urges commitment to vaccinate the world by end of 2022 ,['neutral'],0.0,0.0,Cronaca
142,"why it's crucial to talk to kids about pronouns, according to the author of a new children's book about gender iden ",['hate.speech'],0.06818181818181818,0.7272727272727273,Politics
143,virginia court to hear challenges to removal of robert e. lee statue ,['neutral'],0.0,0.0,Action
144,the baby brokers: inside americas murky private-adoption industry  ,['hate.speech'],0.0,0.0,Politics
145,'all of our generational wealth was stolen.' a survivor of the tulsa race massacre says her family is still trying ,['hate.speech'],0.0,0.0,Politics
146,"the you.s. will give taiwan 750,000 doses of covid-19 vaccine, part of president joe biden's move to share tens of mi ",['hate.speech'],0.0,0.0,Religion
147,"gavin yamey and madhukar pai: how covid-19 is revolutionizing health care around the world
",['neutral'],0.0,0.0,Cronaca
148,this will 100% save somebodys life. heres why athletes like michael phelps see a turning point for mental healt ,['hate.speech'],-0.1,0.2,Action
149,"why ""breakthrough"" infections even after covid-19 vaccinations shouldnt be surprising
",['hate.speech'],0.7,0.5,Action
150,"review: ""a quiet place part ii"" is tense and effectivebut a little more breathing room would have gone a long way ",['hate.speech'],-0.014166666666666654,0.44666666666666666,Drama
151,"""its a david and goliath situation."" a viral tiktok accusing converse of stealing a sneaker look sheds light on ho ",['hate.speech'],0.4,0.7,Politics
152,"review: stephen king adaptation ""lisey's story"" is mawkish, dull and too long by half ",['neutral'],-0.16944444444444445,0.3555555555555556,Drama
153,.@raquelwillis_: biden vowed to protect the lgbtq community. but what's really changed for transgender people? ,['neutral'],0.2,0.2,Politics
154,how adopting a shelter pet first became a thing ,['hate.speech'],0.25,0.3333333333333333,Action
155,inside the israeli town that sits on the divide between jews and arabs ,['hate.speech'],0.0,0.0,Drama
156,"on june 16, you.s. president joe biden and russian president vladimir putin are to meet face to face for the first ti ",['hate.speech'],0.125,0.16666666666666666,Religion
157,"melting butter, poisonous mushrooms and the strange history of the invention of the thermometer
",['hate.speech'],-0.05,0.15,Action
158,the best podcasts of 2021 so far ,['neutral'],0.55,0.65,Action
159,".@ianbremmer: who will be iran's next president and what does it mean for the region?
",['neutral'],-0.15625,0.34375,Religion
160,"how china is cracking down on its once untouchable tech titans
",['neutral'],-0.1555555555555556,0.2888888888888889,Drama
161,"the covid-19 pandemic may be the hardest mountain nepal's sherpas have ever had to climb
",['hate.speech'],0.0,0.0,Action
162,"from aids to covid-19, americas medical system has a long history of relying on filipino nurses to fight on the fr ",['neutral'],-0.025,0.2,Religion
163,"india is demanding social media remove references to the ""indian variant"" of covid-19. but what should it be called?
",['neutral'],0.03333333333333333,0.06666666666666668,Cronaca
164,"for far too long, says @trevor_stuurman, the african narrative has been hijacked by outsiders, first by colonial in ",['hate.speech'],0.075,0.4333333333333333,Action
165,"in late may, chinas state council signaled a crackdown on cryptocurrency mining, causing bitcoins price to plumme ",['hate.speech'],-0.3,0.6,Cronaca
166,the racial reckoning went global last year. here's how activists in 8 countries are fighting for justice ,['hate.speech'],0.0,0.03333333333333333,Drama
167,.@sebastianjunger: my father fled fascism in spainand taught me how lies can destroy a democracy ,['hate.speech'],-0.2,0.0,Cronaca
168,"after decades of misogynistic and violent oppression by myanmars military and its cronies, it finally looks like ",['neutral'],-0.3,0.7000000000000001,Action
169,eight women's names are among the thousands on the vietnam memorial wall. here's what to know about them ,['hate.speech'],0.0,0.0,Religion
170,"""how george washington organized the first large-scale immunization campaign in american history"" ",['hate.speech'],0.125,0.16666666666666666,Religion
171,.@sebastianjunger: my father fled fascism in spainand taught me how lies can destroy a democracy ,['hate.speech'],-0.2,0.0,Cronaca
172,"""why black americans need black-owned banks""
",['hate.speech'],-0.16666666666666666,0.43333333333333335,Religion
173,the 5 best new tv shows our critic watched in may 2021 ,['neutral'],0.5681818181818181,0.3772727272727273,Action
174,.@raquelwillis_: biden vowed to protect the lgbtq community. but what's really changed for transgender people? ,['neutral'],0.2,0.2,Politics
175,'all of our generational wealth was stolen.' a survivor of the tulsa race massacre says her family is still trying ,['hate.speech'],0.0,0.0,Politics
176,find out why @izareal is part of times newest class of next generation leaders  ,['neutral'],0.0,0.0,Cronaca
177,the you.s. government's long-awaited ufo report is here. its findings? \_()_/ ,['hate.speech'],0.0,0.0,Politics
178,"why ""breakthrough"" infections even after covid-19 vaccinations shouldnt be surprising
",['hate.speech'],0.7,0.5,Action
179,the baby brokers: inside americas murky private-adoption industry  ,['hate.speech'],0.0,0.0,Politics
180,"""i dont want to be a trend."" @leynabloom on opening doors for the next generation of transgender talent in film an ",['hate.speech'],0.0,0.0,Cronaca
181,.@lisadtaddeo is exposing the raw reality of womens sexual desires and traumas ,['hate.speech'],0.1346153846153846,0.6474358974358975,Drama
182,"with gun violence typically increasing in the summer months, experts are raising concerns that the season will see ",['hate.speech'],-0.16666666666666666,0.5,Drama
183,everything to know about the origins of cruella de vil before watching the new disney movie ,['hate.speech'],0.13636363636363635,0.4545454545454545,Action
184,"""its a david and goliath situation."" a viral tiktok accusing converse of stealing a sneaker look sheds light on ho ",['hate.speech'],0.4,0.7,Politics
185,the best albums of 2021 so far ,['hate.speech'],0.55,0.65,Action
186,"why it's crucial to talk to kids about pronouns, according to the author of a new children's book about gender iden ",['hate.speech'],0.06818181818181818,0.7272727272727273,Politics
187,"review: stephen king adaptation ""lisey's story"" is mawkish, dull and too long by half ",['neutral'],-0.16944444444444445,0.3555555555555556,Drama
188,the first step to creating a better world is being able to imagine it. @azemezi is writing new possibilities into ,['neutral'],0.34659090909090906,0.478219696969697,Politics
189,this will 100% save somebodys life. heres why athletes like michael phelps see a turning point for mental healt ,['hate.speech'],-0.1,0.2,Action
190,"this ""peanuts"" strip offers a window into ronald reagans changing views on abortion
",['hate.speech'],0.1,0.0,Cronaca
191,the justice department says that it will no longer secretly obtain reporters' records during leak investigations  ,['hate.speech'],-0.4,0.7,Politics
192,"beyond tulsa: the historic legacies and overlooked stories of americas ""black wall streets"" ",['hate.speech'],-0.08333333333333333,0.21666666666666667,Politics
193,the you.s. vaccination effort is leaving its most vulnerable residents behind ,['neutral'],-0.13333333333333333,0.5666666666666667,Religion
194,federal judge overturns californias ban on assault weapons ,['hate.speech'],0.0,0.0,Action
195,the pandemic revealed how much we hate our jobs. now we have a chance to reinvent work ,['neutral'],-0.8,0.9,Drama
196,protest erupts again over man killed by minnesota deputies ,['hate.speech'],-0.2,0.0,Religion
197,"sid mohasseb: ""the you.s. has failed to persuade americans to get vaccines. here's how it should course-correct"" ",['neutral'],-0.5,0.3,Drama
198,at least 100 civilians killed in attack in burkina faso ,['hate.speech'],-0.25,0.2,Action
199,"people of color telling their stories on a big stage is something that we just havent had, for forever. anthony ",['hate.speech'],0.0,0.1,Drama
200,"nicole chung: ""i'm tired of trying to educate white people about anti-asian racism"" ",['hate.speech'],-0.2,0.35,Action
201,"2021 could be the biggest wedding year ever. but are guests ready to gather?
",['hate.speech'],0.2,0.5,Drama
202,the debate over qualified immunity is at the heart of police reform. heres what to know  ,['hate.speech'],0.0,0.0,Religion
203,"today's daily spotlight: @annabelgutt's profile of author @casey_mcquiston, who is writing the queer rom-coms shes ",['hate.speech'],0.0,0.0,Politics
204,36 new books you need to read this summer ,['hate.speech'],0.13636363636363635,0.4545454545454545,Action
205,the best podcasts of 2021 so far ,['neutral'],0.55,0.65,Action
206,"either i resigned myself to the fact that... i was going to endure this kind of behavior, or i joined this group o ",['hate.speech'],0.6,0.9,Drama
207,.@casey_mcquiston is writing the queer rom-coms shes always wanted to read  ,['hate.speech'],0.0,0.0,Politics
208,how adopting a shelter pet first became a thing ,['hate.speech'],0.25,0.3333333333333333,Action
209,inside the israeli town that sits on the divide between jews and arabs ,['hate.speech'],0.0,0.0,Drama
210,"from aids to covid-19, americas medical system has a long history of relying on filipino nurses to fight on the fr ",['neutral'],-0.025,0.2,Religion
211,"india is demanding social media remove references to the ""indian variant"" of covid-19. but what should it be called?
",['neutral'],0.03333333333333333,0.06666666666666668,Cronaca
212,"on june 16, you.s. president joe biden and russian president vladimir putin are to meet face to face for the first ti ",['hate.speech'],0.125,0.16666666666666666,Religion
213,the racial reckoning went global last year. here's how activists in 8 countries are fighting for justice ,['hate.speech'],0.0,0.03333333333333333,Drama
214,"how a false sense of security, and a little secret tea, broke down taiwan's covid-19 defenses ",['hate.speech'],-0.2857638888888889,0.5222222222222223,Drama
215,"in late may, chinas state council signaled a crackdown on cryptocurrency mining, causing bitcoins price to plumme ",['hate.speech'],-0.3,0.6,Cronaca
216,find out why zarifa ghafari is part of times newest class of next generation leaders  ,['neutral'],0.0,0.0,Cronaca
217,"melting butter, poisonous mushrooms and the strange history of the invention of the thermometer
",['hate.speech'],-0.05,0.15,Action
218,"after decades of misogynistic and violent oppression by myanmars military and its cronies, it finally looks like ",['neutral'],-0.3,0.7000000000000001,Action
219,"gavin yamey and madhukar pai: how covid-19 is revolutionizing health care around the world
",['neutral'],0.0,0.0,Cronaca
220,"in central america, hurricane season brings new threats ",['hate.speech'],0.06818181818181818,0.3522727272727273,Cronaca
221,the australian olympic softball squad is one of the first teams to arrive for the tokyo games. here's what it's lik ,['hate.speech'],0.125,0.16666666666666666,Action
222,"from olivia rodrigo's unapologetically spiteful pop-punk hit ""good 4 you"" to cardi b's beautifully brazen ""up"" ",['hate.speech'],0.7749999999999999,0.8,Religion
223,"this ""peanuts"" strip offers a window into ronald reagans changing views on abortion
",['hate.speech'],0.1,0.0,Cronaca
224,"""separate beds are a bad sign"" and 5 other sleep myths that are hurting your relationship
 ",['hate.speech'],-0.4124999999999999,0.5208333333333333,Drama
225,"""raya and the last dragon,"" which features disney's first southeast asian princess, is now available to all disney+ ",['hate.speech'],0.1625,0.2,Action
226,"as opposition mounts to the tokyo olympics, here's what it's like for some of the first athletes to arrive. ",['hate.speech'],0.25,0.3333333333333333,Action
227,"with ""red, white &amp; royal blue,"" and now with ""one last stop,"" @casey_mcquiston is pushing the boundaries of the rom ",['hate.speech'],0.0,0.04166666666666667,Action
228,"""sinema has every democratic senators electoral future in her grip,"" writes @philip_elliott. 

""they can not do a bi ",['hate.speech'],0.0,0.125,Cronaca
229,the you.s. government's long-awaited ufo report is here. its findings? \_()_/ ,['hate.speech'],0.0,0.0,Politics
230,"from aids to covid-19, americas medical system has a long history of relying on filipino nurses to fight on the fr ",['neutral'],-0.025,0.2,Religion
231,"with gun violence typically increasing in the summer months, experts are raising concerns that the season will see ",['hate.speech'],-0.16666666666666666,0.5,Drama
232,the debate over qualified immunity is at the heart of police reform. heres what to know ,['hate.speech'],0.0,0.0,Religion
233,"review: stephen king adaptation ""lisey's story"" is mawkish, dull and too long by half ",['neutral'],-0.16944444444444445,0.3555555555555556,Drama
234,"""within the [design] industry, you learn that this is something that happens to smaller designers and, unfortunatel ",['hate.speech'],0.0,0.5,Politics
235,"nicole chung: ""i'm tired of trying to educate white people about anti-asian racism"" ",['hate.speech'],-0.2,0.35,Action
236,"get the context you need for the pop culture you love. sign up now for times weekly entertainment newsletter, more ",['neutral'],0.5,0.55,Religion
237,"on june 16, you.s. president joe biden and russian president vladimir putin are to meet face to face for the first ti ",['hate.speech'],0.125,0.16666666666666666,Religion
238,"""sinema has every democratic senators electoral future in her grip,"" writes @philip_elliott. 

""they can not do a bi ",['hate.speech'],0.0,0.125,Cronaca
239," the spongebob movie: sponge on the run

the jokes in sponge on the run, silly as they are, will not insult your d ",['hate.speech'],-0.5,0.875,Cronaca
240," the dig

this is the story of two people who made history by unearthing bits of it for future generations. its ",['hate.speech'],0.0,0.125,Action
241," gunda

to call gunda a documentary isnt quite right; its semi-experimental, a picture that induces rippling ",['hate.speech'],0.14285714285714285,0.26785714285714285,Drama
242," the human voice

pedro almodvars first english-language film is a short one, just 30 fleet minutes, but its s ",['hate.speech'],0.08333333333333333,0.2444444444444445,Cronaca
