,Text,LDA_pred_number
65,'A high school teacher warned on TV that the French city of Trappes has been taken over by Islamists a view strongl ',Politics
66,'Federal regulators say MoviePass knowingly deceived customers using tactics to try to make its most active users g ',Religion
67,'Graeme Ferguson a Canadian documentarian who cocreated Imax the panoramic cinema experience that immerses audienc ',Action
68,'A man slapped President Emmanuel Macron of France in the face on Tuesday and shouted Down with Macronie Two peop ',Action
69,'Its two weeks until the primary in which voters will pick New York Citys next mayor \n\nCatch up on the latest new ',Religion
70,'The 25 richest Americans including Jeff Bezos Mike Bloomberg and Elon Musk paid relatively littleand sometimes ',Cronaca
71,'50 years ago Marty Bluewater fought to keep his home among the birds of Protection Island Now he is the islands ',Action
72,'Some people steal them Others leave them wherever they like Why is it so hard to return your shopping cart ',Politics
73,'Lewis Hamilton said he applauded Naomi Osaka for her incredible bravery\n\nSomeone talking about their personal m ',Politics
74,'I wrote about the end of the Millennial Lifestyle Subsidy and why every bougie indulgence got expensive all of a sudden h',Drama
75,'The era of the Millennial Lifestyle Subsidy when dozens of apps let 20 and 30somethings live a luxury lifestyl ',Action
76,'A London police officer has pleaded guilty to the rape and kidnapping of Sarah Everard the British woman whose kil ',Cronaca
77,'The criminals thought the devices were secure But the seller was the FBI\n ',Action
78,'They call it Joints for Jabs',Cronaca
79,'The US government used to spend between 1 and 2 of GDP on investments in research and development\n\nThat spending yield',Action
80,'NEW For a decade+ Democrats who want robust electionlaw enforcement have been on the losing end of tie votes at the',Drama
81,'The final ruling in the case of Ratko Mladic the Bosnian Serb former commander who was convicted in 2017 of crimes ',Action
82,'New As Texas Republicans pledge to pass a new voting bill in special session Texas Democrats are launching a new way to com',Drama
83,'The road back contd Foo Fighters will play the first fullcapacity arena concert in New York since March 2020 at ',Cronaca
84,'China approved the Sinovac Covid19 vaccine for children as young as 3 the chairman of the Chinese drugmaker said ',Action
85,'The UN on Tuesday is expected to adopt new targets for ending AIDS as a public health threat by 2030\n\nBut consensu ',Drama
86,'Foo Fighters will perform at Madison Square Garden on June 20the first fullcapacity concert in a New York arena ',Politics
87,'How many words can you make with 7 letters Try todays Spelling Bee',Religion
88,'Fastly a cloudcomputing company was hit by an outage that caused websites around the world to crash on Tuesday ',Politics
89,'Peacocks can be found sauntering across suburban streets or fanning their feathers on manicured lawns in Los Angele ',Cronaca
90,'ICYMI Last year Joe Biden slammed Trump for having DOJ represent him in a private defamation suit stemming from a rape alle',Action
91,'The issue has been resolvedis working for all users now',Drama
92,'Some of the biggest industries in the US have been hit by cyberattacks in recent weeks\n\nWho is behind these atta ',Religion
93,'US intelligence agencies did not properly warn law enforcement before the Capitol riot says a detailed Senate re ',Drama
94,'The Biden administrations Justice Department is seeking to defend Donald Trump in a defamation lawsuit over E Jea ',Action
95,'Benjamin Netanyahus immediate political future is set to be decided on Sunday when lawmakers will hold a vote of con',Drama
96,'A new FDAapproved Alzheimers drug is predicted to generate billions of dollars in revenue for its manufacturer B ',Cronaca
97,'More than 50 statements from Capitol Police officers painted a vivid portrayal of the rioters some of whom gave Nazi s',Politics
98,'A high school teacher warned on TV that the French city of Trappes has been taken over by Islamists a view strongl ',Politics
99,'NEW Kamala Harris did not mince words in Guatemala \n\nVP said the US would support anticorruption entities in the region',Religion
100,'Xi Jinping wants to make China more lovable But his move to win over global public opinion is unlikely to change ',Drama
101,'Xi Jinping doubles down on the struggle to make China credible lovable and respectable With\n',Drama
102,'In Opinion\n\nOn all sides Nigeria is buffeted by crisis writes Dr Saeed Husaini a researcher at the Universit ',Drama
103,'Wholesale prices are rising in China And with Chinas currency strong this spring the price increases could add to inf',Religion
104,'The Biden administrations Justice Department is seeking to defend Donald Trump in a defamation lawsuit over E Jea ',Action
105,'Criminals around the world relied on devices that supposedly allowed them to send encrypted messages and organize i ',Religion
106,'During her first foreign trip as vice president Kamala Harris promoted economic development and anticorruption ef ',Religion
107,'Heres a look at where things stand on four main policy goals for President Biden Senator Chuck Schumer and Speake ',Cronaca
108,'A retired NYPD officer died after he was shot in the torso during a confrontation outside a Brooklyn pizzeria the ',Politics
109,'A popular and polarizing Yale professor Amy Chua was accused of hosting drunken parties for studentsand possib ',Cronaca
110,'The first congressional report on the Capitol riot is the most detailed account yet of the dozens of intelligence f ',Drama
111,'The outage was connected to the cloud computing provider Fastly which said the issue had been identified Many of ',Religion
112,'Can you create images in your minds eye\n\nScientists estimate that tens of millions of people cant while million ',Politics
113,'Several major websites including those of the British government The New York Times and The Guardian were inacce ',Religion
114,'Some readers are currently unable to accessWe are looking into it and will send an update soon',Religion
115,'In Opinion\n\nIf the First Amendments guarantee of a free press means anything it has to mean that the government ',Politics
116,'This is Australotitan cooperensis nicknamed Cooper\n\nIt was a longnecked planteating titanosaur that lived mo ',Politics
117,'The first congressional report on the Capitol riot is the most detailed account yet of the dozens of intelligence f ',Drama
118,'Brexit which loyalists say is driving a wedge between Northern Ireland and the rest of the UK has inflamed sect ',Action
119,'Adults will be able to claim a free marijuana joint when they receive a Covid19 vaccine in Washington State The p ',Politics
120,'Heres a look at some of the highlights worth watching from latenight TV ',Cronaca
121,'Bdelloid rotifers may be the toughest tiniest animal youve never heard of',Drama
122,'Early results of midterm elections in Mexico suggested that Andrs Manuel Lpez Obradors leftist coalition would n ',Drama
123,'A retired NYPD officer died after he was shot in the torso during a confrontation outside a Brooklyn pizzeria the ',Politics
124,'Joy MorrowNulton and John Shults Jr both widowed twice celebrated their 95th birthdays and wedding on May 22 ',Action
125,'El mensaje de Kamala Harris a los centroamericanos que estn considerando emprender el peligroso viaje hacia el nor ',Cronaca
126,'Richard Robinson who transformed Scholastic into a behemoth in the childrens book industry with the Harry Potter ',Action
127,'During her first foreign trip as vice president Kamala Harris promoted economic development and anticorruption ef ',Religion
128,'In Opinion\n\nA global minimum corporate tax is the beginning of an attempt to fix a system that is rigged against w ',Drama
129,'Activists seeking a ban on Central Parks horsedrawn carriages are using their influence to campaign against Andre ',Drama
130,'The NBA playoffs have given fans plenty to watch But the playoffs have also been defined by unruly fan behavior a ',Cronaca
131,'Twelve female water polo players in California who accused their former coach of sexually abusing them when they we ',Politics
132,'Breaking News The Biden administrations Justice Department is seeking to defend Donald Trump in a defamation laws ',Action
133,'News Analysis Senator Joe Manchin stands in the way of the Biden administrations expansive agenda But in his hom ',Action
134,'The Justice Department said on Monday that it had seized much of the ransom that a major US pipeline operator had ',Action
135,'Staff members at a Houstonarea hospital walked out on Monday night to protest a policy that requires employees to ',Politics
136,'A cyber attack on the New York City Law Department led to a shutdown of its computer network It remained unclear o ',Religion
137,'The norms within boxing and mixed martial arts shook yet again when Logan Paul fought Floyd Mayweather on Sunday wi ',Cronaca
138,'Kathryn Garcia a former sanitation commissioner who is running for New York City mayor was regarded as the citys ',Drama
139,'Romans will eat pizza here there and anywhere But would they could they eat it out of a vending machine Our ',Cronaca
140,'The driver of a pickup truck in London Ontario who ran down five pedestrians killing four of them targeted his ',Action
141,'This is the new American dream\n \nFollow the creators of Collab Crib on a 90day blitz to rack up followers and w ',Drama
142,'Bostons police commissioner Dennis White was terminated over allegations of domestic abuse the citys acting ma ',Action
143,'Older adults often take more medications than they need or than is safe Increasingly geriatric experts and their ',Action
144,'The discovery of the remains of 215 Indigenous children at the site of a defunct boarding school in British Columbi ',Cronaca
145,'Many New Yorkers still worried about the virus and large gatherings are putting off wedding receptions bar mitzv ',Religion
146,'Supercoaches are now an endangered species our sports columnist writes The herd of such coachestranscendent ',Drama
147,'In Opinion \n\nSafety is not binarya professor of pediatrics writes Things are not either saf ',Drama
148,'Do you own a newer Amazon gadget like a Ring camera or an Echo speaker Starting Tuesday youll be automatically e ',Politics
149,'Inequitable vaccine distribution around the world has allowed coronavirus deaths to rise in lowincome countries wi ',Politics
150,'For the first time in a generation American workers are gaining the upper hand vs their employers Up and down th ',Cronaca
151,'A popular and polarizing Yale professor Amy Chua was accused of hosting drunken parties for studentsand possib ',Cronaca
152,'ICEs COCOON aimed to disrupt international drug rings but critics say it has left unwitting elderly mules in foreign p',Cronaca
153,'The murder of Julie Ann Hanson who was 15 when she was stabbed to death baffledIllinoisinvestigators for nearly ',Religion
154,'All registered voters in Vermont are set to receive mailin ballots after the governor signed a bill requiring that ',Drama
155,'The Supreme Court ruled unanimously on Monday that immigrants with temporary protected status who entered the US ',Cronaca
156,'Sixteen people were injured none of them critically after a New York City bus crashed into a historic rowhouse in ',Drama
157,'Young Black creators trying to make their namesand fortuneson social media are combining creative forces und ',Cronaca
158,'NEWWe analyzed 1689 Trump social media posts before and after his ban from the platforms to answer the question has he',Drama
159,'This simple recipe is fun to assemble and a crowd pleaser making it ideal for cookouts ',Cronaca
160,'Apple unveiled new features on Monday aimed at protecting the privacy of iPhone users including a report that tell ',Drama
161,'In Opinion\n\nLGBTQ Americansand particularly transgender and nonbinary peopleare not simply living in a state ',Drama
162,'Not only do individual white Americans often receive more aid from FEMA so do the communities in which they live ',Religion
163,'33 sports 339 events The Tokyo Olympics are scheduled to proceed on July 23 \n\nHeres the lowdown on every sport ',Drama
164,'Breaking News The Justice Department said it seized 23 million in cryptocurrency of the ransom paid to hackers w ',Action
165,'These microscopic animals were frozen when woolly mammoths still roamed the planet They can come back to life afte ',Politics
166,'Native American activists environmentalists and religious leaders gathered on Monday to try to stop construction o ',Cronaca
167,'Two express trains collided in southern Pakistan on Monday killing at least 33 passengers and injuring 100 others ',Politics
168,'Across the US aspiring Republican congressional candidates have aggressively pushed Donald Trumps false fraud c ',Drama
169,'The rising class of GOP candidates are united by a core belief A nearuniversal reluctance to state outright that Mr Biden is',Religion
170,'NEW Line 3 is the latest oil pipeline facing heated protests and I report on a big rally',Drama
171,'Read more about how federal disaster relief often helps white people more than others in the US ',Religion
172,'FEMA declined to comment on individual cases citing privacy concerns but said it had created an internal working ',Action
173,'As climate change fuels more frequent and more destructive storms wildfires and other disasters marginalized comm ',Politics
174,'The impact is longlasting White people in counties with significant disaster damage that received FEMA help saw t ',Religion
175,'Norman Biagas said that his neighborhood which is predominantly African American is recovering more slowly than o ',Cronaca
176,'Roy Vaussine and Charlotte Biagas live in similar homes in Louisiana When Hurricane Laura hit last August their d ',Drama
177,'FEMA the government agency responsible for helping Americans recover from disasters often helps white victimsa ',Religion
178,'Republicans in Texas won two mayoral elections on Saturday taking control of cities in Democratic counties The wi ',Drama
179,'These are perilous times for American democracy analysts are warning ',Religion
180,'The Supreme Court ruled unanimously on Monday that immigrants allowed to stay in the US temporarily for humanitar ',Cronaca
181,'Vice President Kamala Harris is visiting Guatemala and is expected to detail efforts to combat trafficking and corr ',Religion
182,'Bruce Springsteen is returning to Broadway Springsteen on Broadway will open June 26 at the St James Theater and audi',Politics
183,'New Jerseys only womens prison will close after inmates endured years of sexual assault by guards and were subjec ',Religion
184,'When Donald Trump was banned from social media he lost direct access to his most powerful megaphones \n\nHe has pos ',Drama
185,'A beloved centuryold bookstore in Manhattan struggled for years Then came an unexpected rescue Four men enriched ',Drama
186,'Vice President Kamala Harris is now meeting with President Alejandro Giammattei in the Palacio Nacional de la Cultura in G',Religion
187,'Europe has more than 5000 offshore wind turbines spinning off its coasts The US has just seven Heres why catc ',Religion
188,'New York will lift most of its remaining coronavirus restrictions once 70 of the states adults have received at l ',Drama
189,'Bruce Springsteen is returning to Broadway The rock icons autobiographical show which ran for 236 performances ',Politics
190,'A group of thrill seekers in Brazil have taken up an illegal and deathdefying hobby riding on the outside of publ ',Politics
191,'Trumps posts with election misinformation have not spread nearly as far since he was banned Disinformation resear ',Drama
192,'Now with Trump banned from social media his most ardent supporters continue to spread his messagedoing the wor ',Drama
193,'Before the ban Trump was his own best promoter One post from Oct 8 which accused Joe Biden and Kamala Harris of ',Religion
194,'Eleven of Trumps 89 statements after the Facebook and Twitter ban attracted as many likes or shares as the median ',Politics
195,'When Donald Trump was banned from social media he lost direct access to his most powerful megaphones \n\nHe has pos ',Drama
196,'Just in The soontoretire chief judge of military commissions Col Douglas Watkins has scheduled apretrial hearin',Politics
197,'Topped with coarse Demerara sugar and chopped pecans this might just be the crunchiest coffee cake youve ever mad ',Cronaca
198,'Hurricane Laura hit Louisiana\nRoy Vaussine who is white got 17000 from FEMA to repair his home\nCharlotte Biagas 7000',Religion
199,'Two wildfires in Arizona less than 50 miles away from each other have burned tens of thousands of acres and force ',Politics
200,'The new FDAapproved drug is intended to slow cognitive decline in people with early stage Alzheimers Immense dem ',Cronaca
201,'As Asian American whitecollar workers return to the office amid a disturbing surge in antiAsian hate crimes some ',Religion
202,'A couple riding motorbikes on their vast sheep and cattle farm in the Australian outback in 2006 spotted a pile of ',Action
203,'How many words can you make with 7 letters Try todays Spelling Bee',Religion
204,'Breaking News The FDA approved a medication for Alzheimers the first in nearly two decades despite a fierce ',Action
205,'The Supreme Court on Monday declined to hear a challenge to a federal law that requires only men to register for th ',Politics
206,'Joinandto discuss heressay on the doctors who graduated early to treat Covid19 patien',Cronaca
207,'The rapid spread of the Alpha coronavirus variant first identified in Britain left scientists wondering how it mo ',Cronaca
208,'Jeff Bezos said he will be on board when his rocket company Blue Origin launches its first human spaceflight next ',Politics
209,'Symone walked into the 13th season of RuPauls Drag Race wearing a mini dress made of Polaroids of herself\n\nI w ',Politics
210,'Operation Cocoon an ICE program targeting international drug trafficking rings has left older Americans duped in ',Cronaca
211,'Two people were arrested in a California roadrage shooting in which a 6yearold boy was killed officials said ',Drama
212,'The murder of Julie Ann Hanson who was 15 when she was stabbed to death baffledIllinoisinvestigators for nearly ',Religion
213,'It looks like a gentle scene of a seaside vacation But this painting by Berthe Morisot perhaps the most underrate ',Action
214,'Differences that had always simmered beneath the surface were inflamed by the coronavirus pandemic and pushed many peo',Cronaca
215,'Philip Roth left behind thousands of markedup books many of them stuffed with notes or letters that he donated t ',Religion
216,'David Dushman who as a Soviet soldier drove a tank through the electric fence surrounding Auschwitz on Jan 27 19 ',Politics
217,'New York City plans to mark its reopening with a megaconcert in Central Park\n\nThe mayors office has called on Cl ',Drama
218,'Floyd Mayweather and Logan Paul both likely took home millions of dollars from Sunday nights fight But exactly ho ',Politics
219,'After a prominent mayoral campaign a fiery public downfall stints in prison and a business venture selling enviro ',Politics
220,'Simone Biles claimed a record seventh US Championship title on Sunday\n\nIts really emotional especially going ',Religion
221,'Online grocery shopping is booming But the technology is costly and the workers doing the actual shopping often fe ',Cronaca
222,'In a diplomatic win for Treasury Secretary Janet Yellen the Group of 7 finance chiefs sealed what they called a h ',Politics
223,'Anger over virus restrictions and the presidential election have inflamed longsimmering differences in a rural Mic ',Drama
224,'The US is leaving Afghanistan But the CIA mission will continue How to do that without the military in the country is a',Drama
225,'Two Arizona wildfires have burned tens of thousands of acres and forced hundreds of residents to evacuate the late ',Politics
226,'Farright movements have long dreamed of a moment of catastrophic violence that ends society as weve known it\n\nTh ',Religion
227,'The Senate is poised to pass the most expansive industrial policy legislation in US history\n\nThe nearly quarter ',Drama
228,'Anthony Weiners Not Coming Back But He Has Nowhere to Go ',Politics
229,'Long an unequivocal defender of free speech the ACLU is facing an internal split over whether that conflicts with ',Politics
230,'Biden is coming Back but NATO and the EU have some issuesMy take\n',Cronaca
231,'Despite its Covid success in recent months Britain is seeing a rise in cases The main cause appears to be the hig ',Politics
232,'NEW Mayor Bill de Blasio is working with Clive Davis on a huge concert to celebrate NYCs recovery\n\nI cant think of a bette',Cronaca
233,'The next mayor of New York City will inherit an economy that has been devastated by the pandemic\n\nHeres how the e ',Religion
234,'Google agreed to pay about 270 million in fines and change some business practices to settle antitrust charges in ',Politics
235,'Since Donald Trump was barred from Facebook and Twitter he has posted statements online far less often\n\nBut despi ',Religion
236,'States across the South where vaccination rates are lagging could face a surge in coronavirus cases over the summ ',Religion
237,'Jeff Bezos and his brother are going to space\n\nBezos announced that they would be on board when his rocket company ',Politics
238,'NEW ICEs OPERATION COCOON aims to disrupt international drug trafficking rings Did it lead to the arrest of duped senior',Cronaca
239,'After the trauma of the Trump presidency European leaders have welcomed President Bidens warm words on cooperatio ',Cronaca
240,'Prince Harry and Meghan the Duchess of Sussex on Sunday announced the birth of their second child Lilibet Diana ',Action
241,'Prime Minister Benjamin Netanyahu Israels longestserving leader might soon be ousted from office\n\nWhat has giv ',Drama
242,'A bonkers first round of the NBA playoffs is in the books\n\nFor SportsMonday in thewhere this postseason is he',Action
243,'Sulmona Italys Candy Land is back in business as wedding receptions and confetti buffet corners are allowed again B',Religion
244,'A grocery chain in India is at the center of a battle between Amazon and one of the worlds richest men as they co ',Religion
245,'Michel Platinis Frankenstein Euros were always going to be a nightmare for organisers He was booted out but the difficul',Religion
246,'Respect for the United Nations in Haiti was forever destroyed by the cholera epidemic that ravaged the impoverish ',Action
247,'Clarence Williams III the reflectively intense actor who starred as Linc Hayes a young hip undercover police off ',Religion
248,'My latest on Federers first withdrawal during a Grand Slam singles tournament He has still never retired during any',Politics
249,'No knockout No winner The exhibition fight between Floyd Mayweather Jr and Logan Paul on Sunday lasted the full ',Religion
250,'In Opinion\n\nFertility is low in China not because many women with two children really want to have more write Wa ',Action
251,'Romes first pizza vending machinewhich makes a fresh pizza from scratch in three minuteshas been installed c ',Cronaca
252,'For the first time in its 61year history Euro 2020 which begins on Friday with a game between Italy and Turkey i ',Cronaca
253,'Prince Harry and Meghan the Duchess of Sussex on Sunday announced the birth of their second child Lilibet Diana ',Action
254,'Even if youre not a caregiver now odds are that you will find yourself in the role someday We asked readers who ',Religion
255,'Floyd Mayweather and Logan Paul both likely took home millions of dollars from Sunday nights fight But exactly ho ',Politics
256,'Two express trains collided in Pakistan killing at least 30 passengers and injuring 50 others officials said The ',Politics
257,'Two people were arrested in a California roadrage shooting in which a 6yearold boy was killed officials said ',Drama
258,'The exquisite combination of raspberries and cream in this roulade is made even more so by the addition of light f ',Politics
259,'Patrick Wilson is classically trained and lauded for his work onstage In ghost stories like Insidious and The C ',Action
260,'Kate Schweizer and her husband didnt want their two daughters to begin their adult lives saddled with college debt ',Cronaca
261,'After staring at themselves on Zoom for a year men turned to plastic surgery in a way they havent before',Drama
262,'No knockout No winner The exhibition fight between Floyd Mayweather Jr and Logan Paul lasted the full eight roun ',Religion
263,'One of the most dominant players in tennis history Martina Navratilova was a cultural pioneer when the world wasn ',Drama
264,'On the simplest level Bo Burnhams Inside is the story of a comic struggling to make a funny show during quarant ',Religion
265,'The robot manicurist will see you now ',Action
266,'Correction An earlier version of this tweet had a typo in Andrea Smiths name Weve deleted the incorrect tweet',Drama
267,'Last fall a number of academics were outed as masquerading as Black Latino or Indigenous While many of them expla ',Cronaca
268,'After a prominent mayoral campaign a fiery public downfall stints in prison and a business venture selling enviro ',Politics
269,'The rapid US military withdrawal from Afghanistan is creating intense pressure on the CIA to find new ways to gat ',Drama
270,'After falling for Jackson Heights a couple began looking for an apartment there They wanted a coop building with ',Drama
271,'When it rains all weekend you have time to notice a lot of things Like that one spot where water runs off the roo ',Cronaca
272,'This delicate cake is inspired by fraisier a French cake made from layers of sponge strawberries and cream ',Cronaca
273,'As global temperatures increase and sea levels rise home shoppers are looking at more than just location price an ',Religion
274,'Clarence Williams the reflectively intense actor who starred as Linc Hayes a young hip undercover police officer ',Religion
275,'A review of the 2020 election conducted by Democratic advocacy groups indicated the party is at risk of losing Bl ',Drama
276,'For the first time in its 61year history Euro 2020 which begins on Friday with a game between Italy and Turkey i ',Cronaca
277,'Animal appendages like elephant trunks and octopus arms have already inspired innovations in soft robotics and thi ',Cronaca
278,'The elephants secret is in their large nostrils and specialized respiratory system They can dilate their nostrils ',Cronaca
279,'An elephant in the study succeeded when faced with the most challenging food item a single tortilla chip thin fr ',Religion
280,'A new study details how elephants can use their trunks for yet another function applying suction to grab food a b ',Religion
281,'Elephant trunks can uproot trees gingerly pluck individual leaves and have a sense of smell more powerful than a b ',Religion
282,'Mike Schmidt a former baseball player for the Philadelphia Phillies stands alone as the player who did the most f ',Action
283,'NEW Yellen defends Bidens corporate tax hikes and says theyre sticking with 28\n\nI honestly dont think theres going',Religion
284,'Still reeling from bearing the brunt of Israels coronavirus outbreak then a deadly stampede at a religious festiv ',Drama
285,'FisherPrice is recalling its 4in1 Rock n Glide Soother a baby sleep product after it was linked to reports of ',Politics
286,'Fears of renewed unrest in Israel heightened over the weekend leading the countrys internal security director to ',Cronaca
287,'Most recently the US government shared its latest findings on UFOs this week It found no evidence of alien tech ',Action
288,'In 2004 Navy fighter jets from the USS Nimitz were off the coast of San Diego when they encountered a whitish o ',Cronaca
289,'After Arnolds sighting the government began a classified study Project Sign out of concern that such objects co ',Religion
290,'The modern history of the UFO began in 1947 when Kenneth Arnold a private pilot from Idaho reported seeing nine c ',Drama
291,'Unidentified flying objects have been taken more seriously by US officials in recent years starting in 2007 with ',Religion
292,'Ever Lopez was set to become the first member of his immediate family to graduate from high school but instead he ',Politics
293,'La vicepresidenta Kamala Harris enfrenta una dura realidad al visitar Centroamrica ampliar los programas de asist ',Cronaca
294,'TB Joshua one of the most popular and controversial evangelical pastors in Africa died at 57 after speaking in ',Cronaca
295,'A stark reality faces Vice President Kamala Harris as she visits Central America Expanding aid programs has failed ',Religion
296,'Fair but speedy trials A 24hour emergency social services bureau A civilian police commissioner \n\nWe asked the ',Religion
297,'The ACLU which one former director called a contentneutral defender of free speech is being split by an intern ',Politics
298,'In the works since 2012 The Academy Museum of Motion Pictures opening in September has redesigned its galleries ',Religion
299,'The undefeated boxer Floyd Mayweather Jr will take on the social media star Logan Paul on Sunday night Heres wha ',Cronaca
300,'If you love food and who doesnt check outfor our full recipe collection ',Cronaca
301,'Of course we didnt forget dessert Blueberry season is nigh which means its a great time to make Melissa Clark ',Politics
302,'Throw your favorite seasonal vegetables atop this baked ricotta for homemade tapas or a decadent first course ',Cronaca
303,'For an easy weeknight dinner try cod and shallots braised in butter and white wine then topped with an herbed ga ',Religion
304,'Looking for a vegetarian option These grilled king oyster mushrooms are served with a quick sauce made of guajillo ',Cronaca
