Text,Prediction,Polarity,Subjectivity
senate republicans on tuesday blocked debate on a bill to combat pay discrimination against women and lgbtq workers ,['hate.speech'],0.0,0.0
"former virginia gov. terry mcauliffe won the democratic nomination for his old job, setting up an election that wil ",['hate.speech'],0.05,0.1
"our reporter @henryfountain lives in albuquerque, new mexico, where temperatures and drought are so bad that a newl ",['hate.speech'],-0.28181818181818175,0.5606060606060606
rt @nytgraphics: the first results from the virginia primaries are live. get full results and maps here: ,['neutral'],0.24545454545454545,0.4611111111111111
stacey abrams and the voting organization she leads are beginning a monthlong advocacy campaign called hot call sum ,['hate.speech'],0.25,0.8500000000000001
"in loki, the latest superhero show marvel is premiering on disney+ on wednesday, the deceitful norse god is alive ",['hate.speech'],0.3,0.65
"prices are jumping around the world, prompting growing warnings that a wave of inflation could threaten the global ",['hate.speech'],0.0,0.0
"breaking news: the senate passed the most significant industrial policy legislation in decades, in a bid to bolster ",['hate.speech'],0.4375,0.6875
was this picasso lost because of the nazis? the state of bavaria and heirs to the paintings former owner disagree. ,['hate.speech'],0.0,0.0
"the senate confirmed president bidens first two judicial nominees on tuesday with modest republican support, touch ",['hate.speech'],0.25,0.7444444444444445
"breaking news: president biden cut off infrastructure talks with top senate republicans, turning to a bipartisan gr ",['hate.speech'],0.5,0.5
"jim fassel, who coached the giants team that reached the 2001 super bowl, died on monday. he was 71. ",['hate.speech'],0.3333333333333333,0.6666666666666666
"el chapo's wife is set to plead guilty to charges of helping her husband run a multibillion-dollar empire and then, ",['hate.speech'],-0.5,1.0
lines of police clashed with people gathered in new york city's washington square park on saturday as officers move ,['hate.speech'],0.13636363636363635,0.45454545454545453
real estate investors in the you.s. can roll earnings from the sale of one property into the purchase of another to s ,['neutral'],0.2,0.30000000000000004
"meals ready to eat, or mres, are pouches of shelf-stable rations created for the you.s. military. theyve recently be ",['hate.speech'],0.03333333333333333,0.2833333333333333
remote workers who are vaccinated but not yet required back in an office are enjoying what may be a once-in-a-lifet ,['hate.speech'],0.13333333333333333,0.26666666666666666
because it's iced coffee season. ,['hate.speech'],0.0,0.0
state officials are concerned that their doses of the j&amp;j vaccine may expire if they go unused in the coming weeks ,['hate.speech'],0.0,0.0
"rt @taylorlorenz: throughout 2020, social platforms minted a new generation of young stars and silicon valley finally embraced the creator",['neutral'],0.06742424242424241,0.48030303030303034
"these ambitious, young creators have combined forces to pursue dreams of social media stardom in an industry they s ",['hate.speech'],0.12777777777777777,0.4055555555555555
prominent black civil rights leaders implored senator joe manchin of west virginia on tuesday to help them find a p ,['hate.speech'],0.16666666666666669,0.7166666666666667
"with republicans moving to pass new voting restrictions in texas, democrats are set to announce a major plan to reg ",['neutral'],0.09943181818181818,0.4772727272727273
"chris harrison, the longtime host of the bachelor and the bachelorette, has parted ways with the reality tv fra ",['hate.speech'],0.0,0.0
"rt @carolrosenberg: introducing...
the new and improved guantanamo docket, a new york times compendium of information on each of the 780 me",['neutral'],0.13636363636363635,0.45454545454545453
"ganymede is the largest of jupiters 79 known moons  and the largest moon in the entire solar system.

on tuesday, ",['hate.speech'],0.0,0.625
an oversight appears to have allowed hackers into the computer systems of colonial pipeline and contributed to the ,['neutral'],0.0,0.0
"a new fda-approved alzheimers drug is predicted to generate billions of dollars in revenue for its manufacturer, b ",['neutral'],0.13636363636363635,0.45454545454545453
"many asian americans say that americas race to reopen is creating a new wave of worries  not about getting covid, ",['hate.speech'],0.21212121212121213,0.3181818181818182
"determined to lure new employees and retain existing ones in a hot job market, employers are turning to new incenti ",['neutral'],0.17424242424242423,0.5863636363636364
"in a first, a woman will be nominated to run new york city's mta, the largest public transit system in north americ ",['hate.speech'],0.12878787878787878,0.28484848484848485
sidewalk is designed to connect your amazon smart devices with others in an internet sharing arrangement. our tech ,['neutral'],0.21428571428571427,0.6428571428571429
"amazons sidewalk service, set to go live today on many of its smart home devices, may be terrific news about poten ",['hate.speech'],0.21266233766233766,0.6607142857142857
a mural sponsored by the detroit institute of arts is facing criticism for being overtly pro-police. the artist s ,['hate.speech'],0.0,0.0
"you.s. job openings surged to record levels in april. 

9.3 million jobs were available at the end of that month, the ",['neutral'],0.4,0.4
"vice president kamala harris is capping her first foreign trip by meeting with mexicos president on tuesday, discu ",['hate.speech'],0.0625,0.22916666666666666
"rt @priyakrishna: i delved into the world of military rations, or m.are.e.s the absolutely wild process of making one, and the enormous civ",['hate.speech'],0.0,0.4666666666666666
"covid vaccines may be available for you.s. children as young as six months by the fall, drugmakers say.

pfizer and m ",['hate.speech'],0.25,0.4
organized crime figures trusted their phones security so much that they planned jobs without coded language. but t ,['neutral'],0.2,0.2
"aaron rodgers, the nfls most valuable player, did not attend the first day of green bays mandatory minicamp, rais ",['hate.speech'],0.18333333333333335,0.37777777777777777
virginia democrats go to the polls on tuesday to determine their candidates in races ranging from governor to the s ,['hate.speech'],0.0,0.0
"the united nations security council formally recommended the re-election of antnio guterres as secretary general, ",['hate.speech'],0.05000000000000002,0.5
meet the lone human resident of protection island ,['hate.speech'],0.0,0.1
"marty bluewater made protection island his home a half-century ago, buying his land for $7,000 in the 1970s. even a ",['hate.speech'],0.0,0.0
"clare brown is a tiktok creator known for her short, satirical skits in which white people are treated as a minorit ",['hate.speech'],0.0,0.15
"a high school teacher warned on tv that the french city of trappes has been taken over by islamists, a view strongl ",['hate.speech'],0.08,0.26999999999999996
"federal regulators say moviepass knowingly deceived customers, using tactics to try to make its most active users g ",['neutral'],0.18333333333333335,0.55
"graeme ferguson, a canadian documentarian who cocreated imax, the panoramic cinema experience that immerses audienc ",['hate.speech'],0.0,0.0
"a man slapped president emmanuel macron of france in the face on tuesday and shouted down with macronie."" two peop ",['hate.speech'],-0.15555555555555559,0.2888888888888889
"it's two weeks until the primary in which voters will pick new york city's next mayor. 

catch up on the latest new ",['hate.speech'],0.23454545454545456,0.4618181818181818
"the 25 richest americans including jeff bezos, mike bloomberg and elon musk paid relatively little  and sometimes ",['hate.speech'],-0.1875,0.5
"50 years ago, marty bluewater fought to keep his home among the birds of protection island. now, he is the island's ",['hate.speech'],0.0,0.0
some people steal them. others leave them wherever they like. why is it so hard to return your shopping cart? ,['hate.speech'],-0.2916666666666667,0.5416666666666666
"lewis hamilton said he applauded naomi osaka for her incredible bravery.""

someone talking about their personal m ",['hate.speech'],0.45,0.6
"rt @kevinroose: i wrote about the end of the millennial lifestyle subsidy, and why every bougie indulgence got expensive all of a sudden. h",['hate.speech'],-0.25,0.6
"the era of the millennial lifestyle subsidy, when dozens of apps let 20- and 30-somethings live a luxury lifestyl ",['neutral'],0.13636363636363635,0.5
"a london police officer has pleaded guilty to the rape and kidnapping of sarah everard, the british woman whose kil ",['hate.speech'],-0.25,0.5
"the criminals thought the devices were secure. but the seller was the fbi.
 ",['hate.speech'],0.4,0.6
"they call it joints for jabs.""  ",['hate.speech'],0.0,0.0
"rt @dleonhardt: the you.s. government used to spend between 1% and 2% of gdp on investments in research and development.

that spending yield",['neutral'],0.0,0.0
"rt @shanegoldmacher: new: for a decade+, democrats who want robust election-law enforcement have been on the losing end of tie votes at the",['hate.speech'],0.13636363636363635,0.45454545454545453
"the final ruling in the case of ratko mladic, the bosnian serb former commander who was convicted in 2017 of crimes ",['hate.speech'],0.0,0.5
"rt @nytnickc: new: as texas republicans pledge to pass a new voting bill in special session, texas democrats are launching a new way to com",['neutral'],0.19155844155844157,0.48376623376623373
"rt @coopnytimes: the road back, cont'd: foo fighters will play the first full-capacity arena concert in new york since march 2020 at @thega",['hate.speech'],0.12878787878787878,0.2626262626262626
"china approved the sinovac covid-19 vaccine for children as young as 3, the chairman of the chinese drugmaker said. ",['hate.speech'],0.05,0.2
"the un on tuesday is expected to adopt new targets for ending aids as a public health threat by 2030.

but consensu ",['neutral'],0.012121212121212116,0.30707070707070705
foo fighters will perform at madison square garden on june 20  the first full-capacity concert in a new york arena ,['neutral'],0.19318181818181818,0.3939393939393939
how many words can you make with 7 letters? try todays spelling bee.  ,['hate.speech'],0.5,0.5
"fastly, a cloud-computing company, was hit by an outage that caused websites around the world to crash on tuesday. ",['hate.speech'],0.2,0.6
peacocks can be found sauntering across suburban streets or fanning their feathers on manicured lawns in los angele ,['hate.speech'],0.0,0.0
rt @alanfeuer: icymi: last year joe biden slammed trump for having doj represent him in a private defamation suit stemming from a rape alle,['neutral'],0.0,0.22083333333333333
the issue has been resolved;  is working for all users now.,['neutral'],0.0,0.0
"some of the biggest industries in the you.s. have been hit by cyberattacks in recent weeks.

who is behind these atta ",['hate.speech'],-0.2,0.475
"you.s. intelligence agencies did not properly warn law enforcement before the capitol riot, says a detailed senate re ",['hate.speech'],0.2,0.425
the biden administrations justice department is seeking to defend donald trump in a defamation lawsuit over e. jea ,['hate.speech'],0.0,0.0
"rt @patrickkingsley: benjamin netanyahu's immediate political future is set to be decided on sunday, when lawmakers will hold a vote of con",['neutral'],0.0,0.1125
"a new fda-approved alzheimers drug is predicted to generate billions of dollars in revenue for its manufacturer, b ",['neutral'],0.13636363636363635,0.45454545454545453
"rt @lukebroadwater: more than 50 statements from capitol police officers painted a vivid portrayal of the rioters, some of whom gave nazi s",['hate.speech'],0.3125,0.625
"a high school teacher warned on tv that the french city of trappes has been taken over by islamists, a view strongl ",['hate.speech'],0.08,0.26999999999999996
"rt @kannoyoungs: new kamala harris did not mince words in guatemala. 

vp said the us would support anti-corruption entities in the region",['neutral'],0.13636363636363635,0.45454545454545453
xi jinping wants to make china more lovable. but his move to win over global public opinion is unlikely to change ,['neutral'],0.21428571428571427,0.2952380952380952
"rt @stevenleemyers: xi jinping doubles down on the ""struggle"" to make china ""credible, lovable and respectable."" with @keithbradsher 
https",['hate.speech'],0.3111111111111111,0.49722222222222223
"in opinion

""on all sides, nigeria is buffeted by crisis,"" writes dr. saeed husaini, a researcher at the universit ",['neutral'],0.0,0.0
"rt @keithbradsher: wholesale prices are rising in china. and with china's currency strong this spring, the price increases could add to inf",['neutral'],0.4333333333333333,0.7333333333333333
the biden administrations justice department is seeking to defend donald trump in a defamation lawsuit over e. jea ,['hate.speech'],0.0,0.0
criminals around the world relied on devices that supposedly allowed them to send encrypted messages and organize i ,['neutral'],0.0,0.0
"during her first foreign trip as vice president, kamala harris promoted economic development and anti-corruption ef ",['hate.speech'],0.10833333333333334,0.21944444444444444
"heres a look at where things stand on four main policy goals for president biden, senator chuck schumer and speake ",['neutral'],0.16666666666666666,0.3333333333333333
"a retired nypd officer died after he was shot in the torso during a confrontation outside a brooklyn pizzeria, the ",['hate.speech'],0.0,0.05
"a popular and polarizing yale professor, amy chua, was accused of hosting drunken parties for students  and possib ",['hate.speech'],0.6,0.9
the first congressional report on the capitol riot is the most detailed account yet of the dozens of intelligence f ,['hate.speech'],0.3833333333333333,0.5277777777777778
"the outage was connected to the cloud computing provider fastly, which said the issue had been identified. many of ",['hate.speech'],0.35,0.55
"can you create images in your minds eye?

scientists estimate that tens of millions of people can not, while million ",['neutral'],0.0,0.0
"several major websites, including those of the british government, the new york times and the guardian, were inacce ",['hate.speech'],0.04971590909090909,0.23863636363636365
some readers are currently unable to access  we are looking into it and will send an update soon.,['neutral'],-0.5,0.5
"in opinion

if the first amendments guarantee of a free press means anything, it has to mean that the government ",['hate.speech'],0.1125,0.6069444444444444
"this is australotitan cooperensis, nicknamed ""cooper.""

it was a long-necked, plant-eating titanosaur that lived mo ",['hate.speech'],0.0,0.0
the first congressional report on the capitol riot is the most detailed account yet of the dozens of intelligence f ,['hate.speech'],0.3833333333333333,0.5277777777777778
"brexit, which loyalists say is driving a wedge between northern ireland and the rest of the you.OK., has inflamed sect ",['neutral'],0.0,0.0
adults will be able to claim a free marijuana joint when they receive a covid-19 vaccine in washington state. the p ,['hate.speech'],0.45,0.7125
here's a look at some of the highlights worth watching from late-night tv. ,['hate.speech'],0.3,0.1
"bdelloid rotifers may be the toughest, tiniest animal youve never heard of.  ",['hate.speech'],0.0,0.0
early results of midterm elections in mexico suggested that andrs manuel lpez obradors leftist coalition would n ,['hate.speech'],0.025,0.44999999999999996
"a retired nypd officer died after he was shot in the torso during a confrontation outside a brooklyn pizzeria, the ",['hate.speech'],0.0,0.05
"joy morrow-nulton and john shults jr., both widowed twice, celebrated their 95th birthdays and wedding on may 22. ",['hate.speech'],0.575,0.475
el mensaje de kamala harris a los centroamericanos que estn considerando emprender el peligroso viaje hacia el nor ,['neutral'],0.0,0.0
"richard robinson, who transformed scholastic into a behemoth in the childrens book industry with the harry potter ",['hate.speech'],0.0,0.0
"during her first foreign trip as vice president, kamala harris promoted economic development and anti-corruption ef ",['hate.speech'],0.10833333333333334,0.21944444444444444
"in opinion

a global minimum corporate tax is the beginning of an attempt to fix a system that is rigged against w ",['neutral'],0.0,0.0
activists seeking a ban on central parks horse-drawn carriages are using their influence to campaign against andre ,['hate.speech'],0.0,0.25
"the nba playoffs have given fans plenty to watch. but the playoffs have also been defined by unruly fan behavior, a ",['hate.speech'],0.0,0.0
twelve female water polo players in california who accused their former coach of sexually abusing them when they we ,['hate.speech'],0.16666666666666666,0.3333333333333333
breaking news: the biden administrations justice department is seeking to defend donald trump in a defamation laws ,['hate.speech'],0.0,0.0
news analysis: senator joe manchin stands in the way of the biden administrations expansive agenda. but in his hom ,['hate.speech'],0.0,0.0
the justice department said on monday that it had seized much of the ransom that a major you.s. pipeline operator had ,['hate.speech'],0.13125,0.35
staff members at a houston-area hospital walked out on monday night to protest a policy that requires employees to ,['hate.speech'],0.0,0.0
a cyber attack on the new york city law department led to a shutdown of its computer network. it remained unclear o ,['neutral'],0.13636363636363635,0.45454545454545453
the norms within boxing and mixed martial arts shook yet again when logan paul fought floyd mayweather on sunday wi ,['hate.speech'],0.0,0.125
"kathryn garcia, a former sanitation commissioner who is running for new york city mayor, was regarded as the citys ",['hate.speech'],0.06818181818181818,0.22727272727272727
"romans will eat pizza, here, there, and anywhere. but would they, could they, eat it out of a vending machine? our ",['hate.speech'],0.0,0.0
"the driver of a pickup truck in london, ontario, who ran down five pedestrians, killing four of them, targeted his ",['hate.speech'],-0.15555555555555559,0.2888888888888889
"this is the new american dream.
 
follow the creators of collab crib on a 90-day blitz to rack up followers and w ",['neutral'],0.06818181818181818,0.22727272727272727
"bostons police commissioner, dennis white, was terminated over allegations of domestic abuse, the citys acting ma ",['hate.speech'],0.0,0.03333333333333333
"older adults often take more medications than they need, or than is safe. increasingly, geriatric experts and their ",['hate.speech'],0.38888888888888884,0.4444444444444444
the discovery of the remains of 215 indigenous children at the site of a defunct boarding school in british columbi ,['hate.speech'],0.0,0.0
"many new yorkers, still worried about the virus and large gatherings, are putting off wedding receptions, bar mitzv ",['hate.speech'],0.28354978354978355,0.4610389610389611
"supercoaches are now an endangered species, our sports columnist writes. the herd of such coaches  transcendent, ",['hate.speech'],0.0,0.5
"in opinion 

safety is not binary, @aaronecarroll, a professor of pediatrics, writes. things are not either saf ",['hate.speech'],0.0,0.0
"do you own a newer amazon gadget like a ring camera or an echo speaker? starting tuesday, youll be automatically e ",['hate.speech'],0.3,0.55
inequitable vaccine distribution around the world has allowed coronavirus deaths to rise in low-income countries wi ,['hate.speech'],0.0,0.0
"for the first time in a generation, american workers are gaining the upper hand vs. their employers. up and down th ",['neutral'],0.023611111111111104,0.15555555555555556
"a popular and polarizing yale professor, amy chua, was accused of hosting drunken parties for students  and possib ",['hate.speech'],0.6,0.9
"rt @kannoyoungs: ices cocoon aimed to disrupt international drug rings, but critics say it has left unwitting elderly mules in foreign p",['hate.speech'],-0.041666666666666664,0.041666666666666664
"the murder of julie ann hanson, who was 15 when she was stabbed to death, baffledillinoisinvestigators for nearly ",['hate.speech'],0.1,0.4
all registered voters in vermont are set to receive mail-in ballots after the governor signed a bill requiring that ,['neutral'],0.0,0.0
the supreme court ruled unanimously on monday that immigrants with temporary protected status who entered the you.s ,['hate.speech'],0.0,0.0
"sixteen people were injured, none of them critically, after a new york city bus crashed into a historic rowhouse in ",['hate.speech'],0.04545454545454545,0.4181818181818182
"young, black creators trying to make their names  and fortunes  on social media are combining creative forces und ",['hate.speech'],0.11666666666666667,0.475
"rt @daveyalba: new - we analyzed 1,689 trump social media posts before and after his ban from the platforms to answer the question: has he",['neutral'],0.08484848484848484,0.2606060606060606
"this simple recipe is fun to assemble, and a crowd pleaser, making it ideal for cookouts. ",['neutral'],0.39999999999999997,0.5190476190476191
"apple unveiled new features on monday aimed at protecting the privacy of iphone users, including a report that tell ",['neutral'],0.13636363636363635,0.45454545454545453
"in opinion

""lgbtq americans  and particularly transgender and nonbinary people  are not simply living in a state ",['neutral'],0.08333333333333333,0.34523809523809523
"not only do individual white americans often receive more aid from fema, so do the communities in which they live, ",['hate.speech'],0.12727272727272726,0.48
"33 sports. 339 events. the tokyo olympics are scheduled to proceed on july 23. 

heres the lowdown on every sport, ",['hate.speech'],0.0,0.0
breaking news: the justice department said it seized $2.3 million in cryptocurrency of the ransom paid to hackers w ,['hate.speech'],0.0,0.0
these microscopic animals were frozen when woolly mammoths still roamed the planet. they can come back to life afte ,['hate.speech'],0.0,0.0
"native american activists, environmentalists and religious leaders gathered on monday to try to stop construction o ",['hate.speech'],0.0,0.125
"two express trains collided in southern pakistan on monday, killing at least 33 passengers and injuring 100 others, ",['hate.speech'],-0.15,0.2
"across the you.s., aspiring republican congressional candidates have aggressively pushed donald trump's false fraud c ",['hate.speech'],-0.4000000000000001,0.6
rt @llerer: the rising class of gop candidates are united by a core belief: a near-universal reluctance to state outright that mr. biden is,['hate.speech'],0.0,0.0
rt @hirokotabuchi: new: line 3 is the latest oil pipeline facing heated protests. @matt_furber @coralmdavenport and i report on a big rally,['neutral'],0.21212121212121213,0.48484848484848486
read more about how federal disaster relief often helps white people more than others in the you.s. ,['neutral'],0.3333333333333333,0.3333333333333333
"fema declined to comment on individual cases, citing privacy concerns, but said it had created an internal working ",['neutral'],0.0,0.2
"as climate change fuels more frequent and more destructive storms, wildfires and other disasters, marginalized comm ",['neutral'],0.07500000000000002,0.45499999999999996
the impact is long-lasting. white people in counties with significant disaster damage that received fema help saw t ,['hate.speech'],0.1875,0.4375
"norman biagas said that his neighborhood, which is predominantly african american, is recovering more slowly than o ",['hate.speech'],0.04999999999999999,0.22499999999999998
"roy vaussine and charlotte biagas live in similar homes in louisiana. when hurricane laura hit last august, their d ",['hate.speech'],0.04545454545454545,0.32222222222222224
"fema, the government agency responsible for helping americans recover from disasters, often helps white victims  a ",['neutral'],0.1,0.275
"republicans in texas won two mayoral elections on saturday, taking control of cities in democratic counties. the wi ",['hate.speech'],0.0,0.0
"these are ""perilous times"" for american democracy, analysts are warning. ",['hate.speech'],0.0,0.0
the supreme court ruled unanimously on monday that immigrants allowed to stay in the you.s. temporarily for humanitar ,['hate.speech'],0.0,0.0
vice president kamala harris is visiting guatemala and is expected to detail efforts to combat trafficking and corr ,['hate.speech'],-0.1,0.4
"rt @nytimesarts: bruce springsteen is returning to broadway. ""springsteen on broadway"" will open june 26 at the st. james theater, and audi",['neutral'],0.0,0.5
new jerseys only womens prison will close after inmates endured years of sexual assault by guards and were subjec ,['neutral'],0.21212121212121213,0.7626262626262627
"when donald trump was banned from social media, he lost direct access to his most powerful megaphones. 

he has pos ",['hate.speech'],0.23333333333333334,0.4916666666666667
a beloved century-old bookstore in manhattan struggled for years. then came an unexpected rescue. four men enriched ,['hate.speech'],0.39999999999999997,1.0
rt @kannoyoungs: vice president kamala harris is now meeting with president alejandro giammattei in the palacio nacional de la cultura in g,['neutral'],0.0,0.0
"europe has more than 5,000 offshore wind turbines spinning off its coasts. the you.s. has just seven. heres why catc ",['neutral'],0.5,0.5
new york will lift most of its remaining coronavirus restrictions once 70% of the states adults have received at l ,['neutral'],0.3181818181818182,0.4772727272727273
"bruce springsteen is returning to broadway. the rock icons autobiographical show, which ran for 236 performances, ",['hate.speech'],0.0,0.0
a group of thrill seekers in brazil have taken up an illegal and death-defying hobby: riding on the outside of publ ,['hate.speech'],-0.25,0.275
trumps posts with election misinformation have not spread nearly as far since he was banned. disinformation resear ,['hate.speech'],0.1,1.0
"now, with trump banned from social media, his most ardent supporters continue to spread his message  doing the wor ",['hate.speech'],0.26666666666666666,0.2833333333333333
"before the ban, trump was his own best promoter. one post from oct. 8, which accused joe biden and kamala harris of ",['hate.speech'],0.8,0.65
eleven of trumps 89 statements after the facebook and twitter ban attracted as many likes or shares as the median ,['neutral'],0.5,0.5
"when donald trump was banned from social media, he lost direct access to his most powerful megaphones. 

he has pos ",['hate.speech'],0.23333333333333334,0.4916666666666667
"rt @carolrosenberg: just in: the soon-to-retire chief judge of military commissions, col. douglas watkins, has scheduled a  pretrial hearin",['hate.speech'],-0.1,0.1
"topped with coarse demerara sugar and chopped pecans, this might just be the crunchiest coffee cake youve ever mad ",['hate.speech'],-0.3125,0.75
"rt @jswatz: hurricane laura hit louisiana.
roy vaussine, who is white, got $17,000 from fema to repair his home.
charlotte biagas? $7,000.",['hate.speech'],0.0,0.0
"two wildfires in arizona, less than 50 miles away from each other, have burned tens of thousands of acres and force ",['hate.speech'],-0.14583333333333331,0.22083333333333333
the new fda-approved drug is intended to slow cognitive decline in people with early stage alzheimer's. immense dem ,['hate.speech'],-0.01590909090909092,0.5386363636363636
"as asian american white-collar workers return to the office amid a disturbing surge in anti-asian hate crimes, some ",['hate.speech'],-0.325,0.42500000000000004
a couple riding motorbikes on their vast sheep and cattle farm in the australian outback in 2006 spotted a pile of ,['hate.speech'],0.0,0.5
how many words can you make with 7 letters? try todays spelling bee.  ,['hate.speech'],0.5,0.5
"breaking news: the f.d.a. approved a medication for alzheimers, the first in nearly two decades, despite a fierce ",['hate.speech'],0.175,0.3666666666666667
the supreme court on monday declined to hear a challenge to a federal law that requires only men to register for th ,['neutral'],0.0,1.0
rt @nytopinion: join @emmabgo and @anandwrites to discuss her @nytopinion essay on the doctors who graduated early to treat covid-19 patien,['hate.speech'],0.1,0.3
"the rapid spread of the alpha coronavirus variant, first identified in britain, left scientists wondering how it mo ",['hate.speech'],0.125,0.16666666666666666
"jeff bezos said he will be on board when his rocket company, blue origin, launches its first human spaceflight next ",['hate.speech'],0.0625,0.13333333333333333
"symone walked into the 13th season of rupauls drag race wearing a mini dress made of polaroids of herself.

i w ",['hate.speech'],-0.05,0.035416666666666666
"operation cocoon, an ice program targeting international drug trafficking rings, has left older americans, duped in ",['neutral'],0.05555555555555555,0.1111111111111111
"two people were arrested in a california road-rage shooting in which a 6-year-old boy was killed, officials said. ",['hate.speech'],-0.2,0.0
"the murder of julie ann hanson, who was 15 when she was stabbed to death, baffledillinoisinvestigators for nearly ",['hate.speech'],0.1,0.4
"it looks like a gentle scene of a seaside vacation. but this painting by berthe morisot, perhaps the most underrate ",['hate.speech'],0.35,0.65
rt @neilmacfarquhar: differences that had always simmered beneath the surface were inflamed by the coronavirus pandemic and pushed many peo,['hate.speech'],0.5,0.5
"philip roth left behind thousands of marked-up books, many of them stuffed with notes or letters, that he donated t ",['hate.speech'],0.033333333333333326,0.39999999999999997
"david dushman, who as a soviet soldier drove a tank through the electric fence surrounding auschwitz on jan. 27, 19 ",['hate.speech'],0.0,0.0
"new york city plans to mark its reopening with a mega-concert in central park.

the mayors office has called on cl ",['hate.speech'],0.06818181818181818,0.3522727272727273
floyd mayweather and logan paul both likely took home millions of dollars from sunday nights fight. but exactly ho ,['hate.speech'],0.125,0.625
"after a prominent mayoral campaign, a fiery public downfall, stints in prison and a business venture selling enviro ",['hate.speech'],0.25,0.5333333333333333
"simone biles claimed a record seventh you.s. championship title on sunday.

its really emotional, especially going ",['neutral'],0.0,0.825
online grocery shopping is booming. but the technology is costly and the workers doing the actual shopping often fe ,['neutral'],0.0,0.1
"in a diplomatic win for treasury secretary janet yellen, the group of 7 finance chiefs sealed what they called a h ",['hate.speech'],0.8,0.4
anger over virus restrictions and the presidential election have inflamed long-simmering differences in a rural mic ,['hate.speech'],-0.35,0.1
rt @julianbarnes: the us is leaving afghanistan. but the cia mission will continue. how to do that without the military in the country is a,['hate.speech'],-0.1,0.1
"two arizona wildfires have burned tens of thousands of acres and forced hundreds of residents to evacuate, the late ",['hate.speech'],-0.30000000000000004,0.4
"far-right movements have long dreamed of a moment of catastrophic violence that ends society as weve known it.

th ",['hate.speech'],-0.05,0.4
"the senate is poised to pass the most expansive industrial policy legislation in you.s. history.

the nearly quarter- ",['hate.speech'],0.3,0.45
rt @benyt: anthony weiners not coming back. but he has nowhere to go. ,['hate.speech'],0.0,0.0
"long an unequivocal defender of free speech, the aclu is facing an internal split over whether that conflicts with ",['neutral'],0.11666666666666668,0.4000000000000001
"rt @stevenerlanger: ""biden is (coming) back,"" but nato and the e.you. have some issues....  my take
",['neutral'],0.0,0.0
"despite its covid success in recent months, britain is seeing a rise in cases. the main cause appears to be the hig ",['hate.speech'],0.15555555555555556,0.19444444444444442
"rt @emmagf: new: mayor bill de blasio is working with clive davis on a huge concert to celebrate nycs recovery.

i can not think of a bette",['neutral'],0.2681818181818182,0.6772727272727272
"the next mayor of new york city will inherit an economy that has been devastated by the pandemic.

heres how the e ",['neutral'],0.06818181818181818,0.22727272727272727
google agreed to pay about $270 million in fines and change some business practices to settle antitrust charges in ,['neutral'],0.0,0.0
"since donald trump was barred from facebook and twitter, he has posted statements online far less often.

but despi ",['neutral'],-0.033333333333333326,0.5333333333333333
"states across the south, where vaccination rates are lagging, could face a surge in coronavirus cases over the summ ",['hate.speech'],0.0,0.0
